Codigo_Unico,Categoria,Sub_Categoria,Senioridade,modelo,Categoria_Candidaturas,Habilidade,Mencionada
9af764fc-6b3c-4883-acff-55b84d7bc71e,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,ASSISTENTE,OUTRO,Até 25 Candidaturas,AGILE,1
7bfd0e07-c062-4011-b06c-6433f0bcc194,DESENVOLVIMENTO,DESENVOLVIMENTO FRONTEND,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
52d92d6f-975a-4407-b6b4-54b8d17f19b8,DESENVOLVIMENTO,DESENVOLVIMENTO FULL STACK,ASSISTENTE,REMOTO,Até 25 Candidaturas,AGILE,1
a57c562a-699d-4dc7-bef9-179a434c127f,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,ASSISTENTE,OUTRO,Até 25 Candidaturas,AGILE,1
708aeabd-31a0-4374-b40c-b7de35443e4c,CLOUD/DEVOPS/INFRA,CLOUD/DEVOPS/INFRA,PLENO-SÊNIOR,PRESENCIAL,Até 25 Candidaturas,AGILE,1
25ebbe60-43b6-469a-a41d-6eb347f64b73,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,HÍBRIDO,0 Candidaturas,AGILE,1
da643dca-c576-4809-bad6-7dc775692365,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,HÍBRIDO,0 Candidaturas,AGILE,1
2abab78d-67cb-43b8-9d18-8dfa9b74e853,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
dca5b45d-3c5e-4188-8209-9571de510d2d,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
98b68ff0-721d-42fb-a198-8cbb8e2737e9,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
814a92b5-6f32-4a86-b21d-c7fb85b4bd6a,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,ASSISTENTE,REMOTO,Até 25 Candidaturas,AGILE,1
7971603d-f5cf-412b-8fea-3a4f61129092,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
70171d9a-eaa3-47e4-a10b-61709132e567,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,ASSISTENTE,REMOTO,Até 25 Candidaturas,AGILE,1
47be2fa4-8393-413b-961a-8c542c57c7f9,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
d3a7f486-dd1a-4997-9f56-bc9cebdcf812,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
e1fd515b-abd7-4b02-a518-7f5eccc0f95c,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
9a5aa42d-b75a-4d8a-b3dc-ce7ef53fc924,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
75fa437e-05ad-405c-8d4a-8fc8c89adc9b,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
4c826a2b-3f9f-4ce1-be3e-b0dd3c9abe00,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,HÍBRIDO,Entre 101 e 200 Candidaturas,AGILE,1
506d9eca-d4eb-4540-9d5b-c58a44d7e430,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,NÃO INFORMADO,OUTRO,0 Candidaturas,AGILE,1
ece61023-8336-4fee-9867-626004a75996,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
52ce5bd9-d124-4c4f-aa4b-3fe7d8b4bfb6,QUALIDADE/TESTES,QUALIDADE/TESTES,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
8baa7d46-e092-4d86-953d-57a229a70ab5,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,NÃO INFORMADO,OUTRO,0 Candidaturas,AGILE,1
1c51ec12-d7ab-4225-b0a4-e9aa143acda6,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
674955e2-ccaa-4a61-8c4d-dec67cedd579,QUALIDADE/TESTES,QUALIDADE/TESTES,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
6b7869db-50b8-4b46-961e-8e029ca20b22,QUALIDADE/TESTES,QUALIDADE/TESTES,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
8b7880d1-f246-4dc9-bf2f-b3ae07a94f55,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
8b5f25ab-2900-4e12-81fe-a80661f0d7ac,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,ASSISTENTE,REMOTO,0 Candidaturas,AGILE,1
bf03e895-b085-41f8-a87f-0c60b5614d5a,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
bcc00f2e-3f2d-4a64-bfc2-96cd8477c7d6,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
55b8cc37-b6b1-4f8e-968f-087751a793ce,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,ASSISTENTE,REMOTO,0 Candidaturas,AGILE,1
57968945-77ad-4837-a7ba-8460ced6b522,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
3271d33d-19fe-49d5-99e6-9c49d0512fdf,DESENVOLVIMENTO,DESENVOLVIMENTO FULL STACK,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
df9d335b-502b-4e68-91eb-699913749638,DADOS/BI,ENGENHARIA DE DADOS,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
b6483752-2003-4bb3-a014-6f75e9195197,DESENVOLVIMENTO,DESENVOLVIMENTO FULL STACK,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
d1024ad8-4e2c-4288-a1c1-19db297525b3,DADOS/BI,ENGENHARIA DE DADOS,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
6e2bcbc6-626d-4892-8a76-bee637b5b631,DESENVOLVIMENTO,DESENVOLVIMENTO FULL STACK,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
4fcebba7-e102-4635-9779-a74b677ffd78,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,ASSISTENTE,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
f0b6764c-ce8d-47a9-beb7-8466903de536,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
a07937d8-0b36-4a30-b2e1-a8f2497053bb,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,HÍBRIDO,0 Candidaturas,AGILE,1
47a8a647-2787-4cee-b101-289eee454a19,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
99fc41f3-c46e-4e60-86a5-d2216d84def6,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
4872ba65-6b06-4d26-abde-55e163dfdb05,DADOS/BI,ENGENHARIA DE DADOS,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
bee185c0-eb4d-41da-8331-10c1e81fff62,DESENVOLVIMENTO,DESENVOLVIMENTO FULL STACK,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
a8a0fe36-0263-4ae6-b099-58056de01e2c,QUALIDADE/TESTES,QUALIDADE/TESTES,PLENO-SÊNIOR,PRESENCIAL,0 Candidaturas,AGILE,1
be346ffe-a414-4bbb-b532-e00dd8912971,DESENVOLVIMENTO,DESENVOLVIMENTO FRONTEND,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
8d49d48e-0dee-4dd7-aefd-1b334eb38870,DESENVOLVIMENTO,DESENVOLVIMENTO FRONTEND,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
52cf9e21-d141-4924-bd4c-28c20bb6c281,DADOS/BI,ANALISTA DE DADOS,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
4125311e-f802-4f2c-87eb-1418d3029522,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,NÃO INFORMADO,REMOTO,0 Candidaturas,AGILE,1
cd3944ce-dac3-4ee2-bedb-62355da82b55,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,HÍBRIDO,Entre 101 e 200 Candidaturas,AGILE,1
1ef36d35-04ad-429a-83b4-70db6b3e3bb3,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
898aa092-3e11-4f1a-89c4-7ff677c5ba50,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
8e03cc6f-37e8-42af-a47d-ac33e6663791,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
24257b81-5796-43d8-9c2e-f096d4664ce0,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,HÍBRIDO,Entre 101 e 200 Candidaturas,AGILE,1
fff92617-6eef-4200-bdb1-4fa9f65ccc03,QUALIDADE/TESTES,QUALIDADE/TESTES,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
061f6c1e-9ffb-4686-9362-e5d436e0096e,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
d69dc1b3-6f11-49ab-ab51-22e30546f666,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
0072267c-b8d7-4ec5-9d6b-386d266185a7,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
fd9e6046-7216-44db-b4bd-493c838e9472,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
bfc8c11e-ca3f-49b5-847f-9b8bdfa9c59c,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
593b1e4a-9001-48b5-b755-01fc33a8e3db,LIDERANÇA,LIDERANÇA,ASSISTENTE,REMOTO,0 Candidaturas,AGILE,1
9c1e4c6c-0ee9-4df6-9d94-d7d1a96851aa,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
eefa5afe-8596-4022-ae51-399a3dc04dee,LIDERANÇA,LIDERANÇA,ASSISTENTE,REMOTO,0 Candidaturas,AGILE,1
e884f829-de2c-4105-9d4a-684b5a3ec33b,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
b0e2a21d-b6ca-4449-b9ee-1fee8de1441e,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
a3f9d28c-a890-4e91-a118-a952949f0c09,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
f52d62d5-a1d2-4283-958a-59e294b36227,LIDERANÇA,LIDERANÇA,ASSISTENTE,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
85599a52-ecf8-4946-80ef-481e6868348f,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,ASSISTENTE,OUTRO,Até 25 Candidaturas,AGILE,1
bbfb2414-448d-4f43-9ab8-bfb2a6f28709,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
35689df4-aa85-444b-831c-035300991e88,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
78446395-30fa-407e-b3e8-83e0cbe273b8,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
536d84dd-da22-492e-a0e7-0df936f01978,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
db4bf33e-c851-45c5-b845-e7a411cee8ea,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,ASSISTENTE,REMOTO,Até 25 Candidaturas,AGILE,1
2fef6b18-3b9e-4c7c-ab1d-e95e7024eb5b,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,NÃO INFORMADO,HÍBRIDO,0 Candidaturas,AGILE,1
ecd50707-acfd-4b0b-b7fb-f1ce1a270dc1,DESENVOLVIMENTO,DESENVOLVIMENTO FRONTEND,ASSISTENTE,REMOTO,Até 25 Candidaturas,AGILE,1
f07cdba2-34c1-4b30-830a-9c6c9eccd6c4,QUALIDADE/TESTES,QUALIDADE/TESTES,ASSISTENTE,OUTRO,0 Candidaturas,AGILE,1
315e004d-1f62-4453-a99f-a45d65e0b2b2,DESENVOLVIMENTO,DESENVOLVIMENTO FULL STACK,ASSISTENTE,REMOTO,Até 25 Candidaturas,AGILE,1
1d9d2edc-ed6d-41cc-a805-ce2bee807ec7,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
0e7a26c9-c7a0-4eb9-9331-c96937dc2b69,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
f8932904-3810-4fd1-928a-a515954b37d0,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
89bdbe72-12bb-4360-afcd-4856c3e9ed21,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
79274dcc-38ef-4ba4-890a-c113fc39cde4,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
723e8ed5-8563-4390-8c14-56656b3099ca,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
8470ac3b-6090-4be3-a7d3-063859c321fe,SEGURANÇA DA INFORMAÇÃO,SEGURANÇA DA INFORMAÇÃO,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
68b85249-d6c1-4255-927b-515b102b351a,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
1976904d-b043-4abb-bc8e-5314b2f4ba74,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
9fbfbc17-6cfd-43d7-833d-fc246d449388,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
ad6317e2-8662-47ad-b59b-7471bbf18f7a,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
f1f6427d-6c47-4735-9b05-b7efa2be76f8,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,Entre 26 e 50 Candidaturas,AGILE,1
e1bcc432-97ea-4e5e-9bb5-e6abbc4d9caf,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
c574eaac-75e5-47f7-a835-2f742beaca52,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
f2af270e-291a-4a82-a655-e5c3150e601e,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
13d0acd0-f4d7-421d-9835-3ff51af9f222,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
91423963-71c7-49ca-b497-6c3b2b334ee2,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,OUTRO,Entre 51 e 100 Candidaturas,AGILE,1
41bf446b-511f-4da4-bcec-f2531960c282,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,OUTRO,Entre 51 e 100 Candidaturas,AGILE,1
d7fd41bd-97ab-4208-9f16-dbc1abb3329e,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,HÍBRIDO,Entre 26 e 50 Candidaturas,AGILE,1
4cb4f207-1193-41fa-adee-f86bdded8dcc,CLOUD/DEVOPS/INFRA,CLOUD/DEVOPS/INFRA,PLENO-SÊNIOR,HÍBRIDO,Entre 26 e 50 Candidaturas,AGILE,1
f5d35586-3a57-4f94-bf27-49cd21eea228,DADOS/BI,ENGENHARIA DE DADOS,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
c738dfeb-b1b8-4354-8cd0-507e4a587f0e,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,Entre 26 e 50 Candidaturas,AGILE,1
0fa95d40-a898-47cb-94a2-b132aa397aaa,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
05637854-106b-4504-a5b7-a4641029fd71,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
3b1b65cb-8ff6-473f-9eb6-73eb1ae6a346,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
541449af-ea81-4454-adfc-ca8fe81a57bf,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
e5f18fad-4200-4482-8404-8107e19d4006,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
27406ca1-58a0-4f27-95cf-b1f600339c79,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
e9b45705-6584-4d99-865b-7414d2b04c6e,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
3250edcd-e699-425e-be3a-7fc356929a4f,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,HÍBRIDO,0 Candidaturas,AGILE,1
26bde709-fb58-48ee-9c22-46c7da8ab110,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
b5236bd5-5c1b-4132-949c-79c80503cb31,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Entre 26 e 50 Candidaturas,AGILE,1
b7d06bc3-b607-46d7-9b5e-f5fdc97558a7,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
f81fc1d5-5f48-4e46-a266-254157b33248,DADOS/BI,OUTROS DADOS/BI,NÃO INFORMADO,REMOTO,Entre 51 e 100 Candidaturas,AGILE,1
ab8251d6-4772-4c20-b3c6-e00c20c4060a,DADOS/BI,OUTROS DADOS/BI,NÃO INFORMADO,REMOTO,Entre 51 e 100 Candidaturas,AGILE,1
d7a0851f-37d4-417e-9b16-ce6c432f7887,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
62b0704c-1891-4e97-b4eb-5c6c2a25e56a,DADOS/BI,ANALISTA DE DADOS,JÚNIOR,REMOTO,0 Candidaturas,AGILE,1
2919b555-fe63-4c80-aeda-bf1b0a8c8909,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,ASSISTENTE,REMOTO,0 Candidaturas,AGILE,1
38aba0f5-ddc6-45a0-8a05-4b28bb240b2a,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,HÍBRIDO,0 Candidaturas,AGILE,1
653eec02-4e7e-464e-bd62-807501b04ea2,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,ESTÁGIO,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
e0aa6f6a-9774-4ad8-9e44-ca18f382f6d9,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,HÍBRIDO,0 Candidaturas,AGILE,1
708cc174-e3c0-4b98-b941-b3f52be3d421,ANÁLISE DE SISTEMAS,ANÁLISE DE SISTEMAS,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
5c90c99d-f5a5-4e47-a86d-b97cb558435b,DESENVOLVIMENTO,DESENVOLVIMENTO BACKEND,PLENO-SÊNIOR,OUTRO,Entre 26 e 50 Candidaturas,AGILE,1
c7dee334-d9c6-4427-b5aa-d6bccefe5bb3,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
19d548a9-5059-42b5-a1a2-a5b13fb83f1e,DADOS/BI,BUSINESS INTELLIGENCE,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
7300140a-d01f-4f93-87d9-406f35b2e73b,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,Entre 101 e 200 Candidaturas,AGILE,1
5f22144f-867f-4d2a-ac27-d3e23b9309e7,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,OUTRO,Até 25 Candidaturas,AGILE,1
a1e5404d-f48b-4f14-b090-13f2a024ac84,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
f1d776aa-0b67-4b6a-b07a-c0fec2a493b0,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
0451d4b8-fbb0-49ca-b990-5ec39d33d6a9,DESIGN/UX/UI,DESIGN/UX/UI,JÚNIOR,REMOTO,0 Candidaturas,AGILE,1
1dcef8a4-b91a-4b7b-a40e-0fce7ee80d86,DESIGN/UX/UI,DESIGN/UX/UI,JÚNIOR,REMOTO,0 Candidaturas,AGILE,1
045650e3-477a-46fb-8d04-ffa1e00af251,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
8940d8c9-ded9-481a-bbf7-6ab55ec13b56,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
b96048a9-dbd1-4fc1-b4fe-d62463126f17,DESENVOLVIMENTO,OUTROS DESENVOLVIMENTO,PLENO-SÊNIOR,REMOTO,Até 25 Candidaturas,AGILE,1
b55a2a41-5387-4a01-909a-34e4d7e587a0,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
9fe8f798-c273-4895-9c36-78e81e5a34e2,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,ESTÁGIO,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
3c005dda-bbeb-4069-bd78-b5fb55720ec2,ANÁLISE DE NEGÓCIOS,ANÁLISE DE NEGÓCIOS,ESTÁGIO,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
a7d9617f-b735-49ef-9101-6f5e5bb4da9f,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
8cc3f8da-cb5f-4fe3-ae81-0312870fbc79,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
6d6ea1c4-39c9-4daa-aa0c-8ba4d000e41d,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
24be4e34-6e63-4cfe-b732-d57b749100fc,DESIGN/UX/UI,DESIGN/UX/UI,JÚNIOR,REMOTO,Entre 51 e 100 Candidaturas,AGILE,1
989def04-7d50-4d40-a877-46fc2f7c56cc,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,Entre 101 e 200 Candidaturas,AGILE,1
3bb4cab2-cc40-46e3-bbe1-c26724182ffb,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,Entre 51 e 100 Candidaturas,AGILE,1
dcdbb151-f3ec-4fd5-86fb-f7210930841b,DESENVOLVIMENTO,DESENVOLVIMENTO FRONTEND,ASSISTENTE,REMOTO,Entre 26 e 50 Candidaturas,AGILE,1
0e95bedf-4ed2-40f0-b792-d56decfc7103,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,Entre 26 e 50 Candidaturas,AGILE,1
29ad6f5f-6545-4082-bd3f-d42c011858f2,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
cb974b3d-2b6c-463e-9eda-d924b0005210,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
0fd61acb-6f94-4823-ac96-61a0b4bc3e29,DESENVOLVIMENTO,DESENVOLVIMENTO FRONTEND,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
81a5af5f-af4b-466f-96f4-02932f8fc5b0,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
c4a7d9db-58ff-4ea7-bd69-48b6681475e3,DESIGN/UX/UI,DESIGN/UX/UI,PLENO-SÊNIOR,REMOTO,0 Candidaturas,AGILE,1
2a2c2168-7b99-4e91-a31a-a6aec02f6a21,LIDERANÇA,LIDERANÇA,PLENO-SÊNIOR,OUTRO,0 Candidaturas,AGILE,1
